"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZHIPZ5HQ","document","2015","Kapusta, Philip","White Paper: The Gray Zone","","","","","","","2015-09-09","2024-02-07 23:36:00","2024-03-15 22:18:30","","","","","","","","","","","","","United States Special Operations Command","","","","","","","","","","","/Users/jonathan/Zotero/storage/Z8GPNEQP/Kapusta, The Gray Zone (2015) p 1-9.pdf","","ACSC Material; required; 3class Warfare Studies; war - irregular; war - hybrid / gray; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ8X5GM2","document","2019","Babbage, Ross","Stealing a March: Chinese Hybrid Warfare in the Indo-Pacific","","","","","","","2019","2024-02-07 23:41:39","2024-03-15 22:18:30","","","","","","","","","","","","","Center for Strategic and Budgetary Assessments","","","","","","","","","","","/Users/jonathan/Zotero/storage/ZWYE4KLD/Stealing_a_March_Final.pdf","","ACSC Material; supplemental; 3class Warfare Studies; war - irregular; war - hybrid / gray; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5LJLXX8","document","","","Go Patterns of Empire.pdf","","","","","","","","2024-02-08 04:50:47","2024-02-15 00:13:05","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/FE9VDU46/Go Patterns of Empire.pdf","","Great Power Competition; NS3005; 8class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YTPLHPQ","journalArticle","1994","Slezkine, Yuri","The USSR as a Communal Apartment, or How a Socialist State Promoted Ethnic Particularism","Slavic Review","","0037-6779, 2325-7784","10.2307/2501300","https://www.cambridge.org/core/product/identifier/S0037677900058137/type/journal_article","Soviet nationality policy was devised and carried out by nationalists. Lenin's acceptance of the reality of nations and ""national rights"" was one of the most uncompromising positions he ever took, his theory of good (""oppressed-nation"") nationalism formed the conceptual foundation of the Soviet Union and his NEP-time policy of compensatory ""nation-building"" (               natsional'noe stroitel'stvo               ) was a spectacularly successful attempt at a state-sponsored conflation of language, ""culture,"" territory and quota-fed bureaucracy.","1994","2024-02-11 23:14:37","2024-02-11 23:15:09","2024-02-11 23:14:37","414-452","","2","53","","Slavic rev.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/TWXMUSAP/Slezkine - 1994 - The USSR as a Communal Apartment, or How a Sociali.pdf","","NS3400; 11class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P84IZ9BP","journalArticle","2014","Schwabe, K.","World War I and the Rise of Hitler","Diplomatic History","","0145-2096, 1467-7709","10.1093/dh/dhu030","https://academic.oup.com/dh/article-lookup/doi/10.1093/dh/dhu030","","2014-09-01","2024-02-12 22:27:24","2024-03-15 22:18:30","2024-02-12 22:27:24","864-879","","4","38","","Diplomatic History","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/JVWESBIC/Schwabe - 2014 - World War I and the Rise of Hitler.pdf","","ACSC Material; required; 3class Warfare Studies; war - closure & stability; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AH88ZCL","journalArticle","2014","Tierney, Dominic","Mastering the Endgame of War","Survival","","0039-6338, 1468-2699","10.1080/00396338.2014.962794","https://www.tandfonline.com/doi/full/10.1080/00396338.2014.962794","","2014-09-03","2024-02-12 22:27:25","2024-03-15 22:18:30","2024-02-12 22:27:25","69-94","","5","56","","Survival","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/5NWDMKN2/Tierney - 2014 - Mastering the Endgame of War.pdf","","ACSC Material; supplemental; 3class Warfare Studies; war - closure & stability; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L28888J","document","","","JP 3-07, Joint Stabilization Activities (2022) extract p I-1 to I-27.pdf","","","","","","","","2024-02-12 22:33:02","2024-04-24 18:29:39","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/EG9GCBSP/JP 3-07, Joint Stabilization Activities (2022) extract p I-1 to I-27.pdf","","ACSC Material; required; 3class Warfare Studies; war - closure & stability; ACSC WAR-601S; ACSC JNT-631S; 9class Joint Planning; Joint - competition continuum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XS69KQ6Q","journalArticle","2012","","Strategic Lessons in Peacekeeping & Stability Operation","Strategic Lessons in Peacekeeping & Stability Operations","","","","","","2012","2024-02-12 22:33:38","2024-03-15 22:18:30","","1-30","","Summer 2012","1","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/CRSSPYCU/PKSOI, Strategic Lessons in Peacekeeping & Stability Operations (2012) p1-30.pdf","","ACSC Material; supplemental; 3class Warfare Studies; war - closure & stability; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7WLCIDK","journalArticle","2006","Williams, Robert E.; Caldwell, Dan","Jus Post Bellum: Just War Theory and the Principles of Just Peace","International Studies Perspectives","","1528-3577","10.1111/j.1528-3585.2006.00256.x","https://academic.oup.com/isp/article-lookup/doi/10.1111/j.1528-3585.2006.00256.x","What happens following a war is important to the moral judgments we make concerning warfare, just as the intentions going in and the means used are. There has, however, been inadequate attention paid to considerations of jus post bellum in the just war tradition. This essay seeks to contribute to recent efforts to develop jus post bellum principles by ﬁrst noting some of the ways that jus ad bellum and jus in bello considerations serve to constrain what can legitimately be done after war. We argue, however, that the constraints grounded in traditional just war theory do not offer sufﬁcient guidance for judging postwar behavior and that principles grounded in the concept of human rights are needed to complete our understanding of what constitutes a just war. A just peace exists when the human rights of those involved in the war, on both sides, are more secure than they were before the war.","2006-11","2024-02-12 22:39:27","2024-03-15 22:18:30","2024-02-12 22:39:27","309-320","","4","7","","Int Studies Perspectives","Jus Post Bellum","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/D4RMGY3N/Williams and Caldwell - 2006 - Jus Post Bellum Just War Theory and the Principle.pdf","","ACSC Material; required; 3class Warfare Studies; war - closure & stability; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A55GPQ2","journalArticle","2014","Schumacher, Leslie Rogne","The Eastern Question as a Europe question: Viewing the ascent of ‘Europe’ through the lens of Ottoman decline","Journal of European Studies","","0047-2441, 1740-2379","10.1177/0047244113508363","http://journals.sagepub.com/doi/10.1177/0047244113508363","During the nineteenth century, the decline of the Ottoman Empire emerged as a central issue in European politics and society. While this so-called ‘Eastern Question’ has long featured in diplomatic histories, there has been little attention to how ‘Europe’, as place and idea, may have developed in tandem with the events and dynamics that made up the Eastern Question. This article looks at three major events in the narrative of the Eastern Question to demonstrate how Europeans were – and still are – influenced by their relationship to and role in Ottoman decline, noting how such events produced experiences and values now associated with what, where and why ‘Europe’ is. Indeed, ongoing debates over the accession to the European Union of former Ottoman territories in south-eastern Europe and the Near East clearly exhibit the persistence of language, ideals and forms that were constructed during the era of the Eastern Question.","2014-03","2024-02-13 19:27:39","2024-03-17 02:11:47","2024-02-13 19:27:39","64-80","","1","44","","Journal of European Studies","The Eastern Question as a Europe question","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/XU9CGVM9/Schumacher - 2014 - The Eastern Question as a Europe question Viewing.pdf","","Great Power Competition; 2class; NS3005; Greek War of Independence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B47KC8SW","book","2010","Hyam, Ronald","Understanding the British Empire","","978-0-521-11522-3 978-0-521-13290-9","","","","","2010","2024-02-14 00:28:05","2024-02-14 00:39:43","","","552","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","Library of Congress ISBN","DA16 .H943 2010","OCLC: ocn489007460","","/Users/jonathan/Zotero/storage/WR7L22Q8/Hyam Understanding the British Empire.pdf","","Britain; Great Power Competition; NS3005; 3class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL2QREPH","book","2009","Colley, Linda","Britons: forging the nation, 1707-1837","","978-0-300-15280-7","","","","","2009","2024-02-14 00:39:00","2024-02-14 00:39:39","","","442","","","","","Britons","","","","","Yale University Press","New Haven","","","","","","Library of Congress ISBN","DA485 .C65 2009","","","/Users/jonathan/Zotero/storage/YD6XU8UE/Colley Britons.pdf","","Britain; Great Power Competition; NS3005; 3class","","","","","","","","","","","","","","","","","","","","","Rev. ed., with new introductory essay","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7ZPY6VZ","bookSection","2003","","State Violence as Technique: The Logic of Violence in Soviet Totalitarianism","Landscaping the Human Garden: Twentieth-Century Population Management in a Comparative Framework","978-0-8047-4622-9 978-0-8047-4630-4","","","","","2003","2024-02-14 04:49:09","2024-02-14 04:50:36","","","","","","","","","","","","","Stanford University Press","Stanford, Calif","","","","","","Library of Congress ISBN","HV6322 .L363 2003","","","/Users/jonathan/Zotero/storage/2ZHLVPME/NS3400_Holquist_StateViolenceasTechnique.pdf","","Russia - History; Genocide; NS3400; 12class","","Weiner, Amir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H2NSWU5","book","2017","Viola, Lynne","Stalinist perpetrators on trial: scenes from the Great Terror in Soviet Ukraine","","978-0-19-067416-8","","","","","2017","2024-02-14 04:51:22","2024-02-14 04:52:03","","","268","","","","","Stalinist perpetrators on trial","","","","","Oxford University Press","New York, NY","","","","","","Library of Congress ISBN","KKY40.P64 V56 2017","","","/Users/jonathan/Zotero/storage/ISSFQD5A/NS3400_Viola_StalinistPerpetrators.pdf","","Russia - History; NS3400; 12class; Stalin; Great Terror","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EI72VBQG","book","2007","Viola, Lynne","The unknown gulag: the lost world of Stalin's special settlements","","978-0-19-518769-4","","","","","2007","2024-02-14 04:52:53","2024-02-14 04:55:06","","","278","","","","","The unknown gulag","","","","","Oxford University Press","Oxford ; New York","","","","","","Library of Congress ISBN","HD1536.S65 V56 2007","","","/Users/jonathan/Zotero/storage/QT9FEV7Q/NS3400_Viola_TheUnknownGulag.pdf","","Russia - History; NS3400; 12class; gulag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9KBDHDN","book","1989","Calvocoressi, Peter; Wint, Guy; Pritchard, R. John","Total War: the Causes and Courses of the Second World War","","978-0-394-57811-8","","","","","1989","2024-02-14 22:09:06","2024-04-01 18:20:21","","","1315","","","","","Total war","","","","","Pantheon Books","New York","","","","","","Library of Congress ISBN","D743 .C24 1989","","","/Users/jonathan/Zotero/storage/X6CE2D53/11b Calvocoressi Wint Pritchard - Four Loose Threads _Doolittle Raid and Indian Ocean_.pdf; /Users/jonathan/Zotero/storage/AC8RKEDI/12a Calvocoressi Wint Pritchard - Four Loose Threads _Coral Sea_.pdf; /Users/jonathan/Zotero/storage/3J3N7AW9/12b Calvocoressi Wint Pritchard - Four Loose Threads _Midway_.pdf; /Users/jonathan/Zotero/storage/5MBBZVDM/12c Calvocoressi Wint Pritchard - Mid-1943-1.pdf; /Users/jonathan/Zotero/storage/2ZSLSKBB/4256 - Doolittle Raid and Indian Ocean Excursions.pptx; /Users/jonathan/Zotero/storage/S2XZXX5Z/4256 Mid-1943.pptx; /Users/jonathan/Zotero/storage/L5RKSF6F/NS4256 - Coral Sea - Salazar.pptx; /Users/jonathan/Zotero/storage/HKSWQ94X/NS4256 - Midway - Huelbig.pptx","","World War 2; NS4256; 12class; maritime strategy","","","","","","","","","","","","","","","","","","","","","Rev. 2nd ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPIPZBT9","journalArticle","","Russell, Dr James A","Navy Strategy Development: Strategy in the 21st Century","","","","","","","","2024-02-14 22:12:46","2024-11-06 06:58:58","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/HF86IGMY/Russell - NAVY STRATEGY DEVELOPMENT STRATEGY IN THE 21ST CE.pdf","","strategy; NS4256; Navy; maritime strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5I5W4YP","book","2015","Haynes, Peter D.","Toward a new maritime strategy: American naval thinking in the post-Cold War era","","978-1-61251-852-7","","","","","2015","2024-02-14 22:19:13","2024-04-01 18:20:21","","","292","","","","","Toward a new maritime strategy","","","","","Naval Institute Press","Annapolis, Maryland","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/KI2HCXQL/Haynes - 2015 - Toward a new maritime strategy American naval thi.pdf; /Users/jonathan/Zotero/storage/2B8PM5TZ/Toward_a_New_Maritime_Strategy_American_Naval_Thin..._----_(Conclusion_).pdf","","NS4256; maritime strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVSKEC7I","book","2001","Frank, Richard B.","Downfall: The end of the Imperial Japanese Empire","","978-0-14-100146-3 978-0-679-41424-7","","","","","2001","2024-02-14 22:23:46","2024-04-01 18:20:21","","","484","","","","","Downfall","A Penguin book","","","","Penguin Books","New York","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/Y58564SB/13a Frank - Kamikazes Civilians Assessments.pdf; /Users/jonathan/Zotero/storage/IUV9EI4A/13b Frank - Eclipse of Olympic.pdf; /Users/jonathan/Zotero/storage/H5Z7GSPD/Mecham on Frank - Kamikazes Civilians and Assessments.pptx; /Users/jonathan/Zotero/storage/C4NTFR78/The Eclipse of Olympic Presentation_Brett Hermanson (NS4246).pptx","","Japan; World War 2; 13class; NS4256; maritime strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFS6JTZY","bookSection","2018","Ma, Tehyun","The Eclipse of Empire in China: From the Manchus to Mao","The Oxford Handbook of the Ends of Empire","978-0-19-871319-7","","10.1093/oxfordhb/9780198713197.013.14","https://academic.oup.com/edited-volume/28076/chapter/212106743","China’s end of empire, as elsewhere, was a protracted process, the ramifications of which are still being felt, and its imperial situation was especially complex. From the middle of the nineteenth-century onwards, more than a dozen foreign powers acquired an imperial foothold in China but none secured (and rarely sought) anything more than small pockets of territorial jurisdiction until the Sino-Japanese War of 1937–1945. This chapter considers the fates of three different Chinese empires: the Manchu Qing dynasty, the Western powers, and the Japanese. It will attempt to explain how the Qing vanquished, held, then lost a vast territory marked by pronounced cultural diversity, and explores how its end was closely bound up with the rise and fall of overseas powers in China.","2018-12-06","2024-02-15 00:12:08","2024-02-15 00:13:14","2024-02-15 00:12:07","211-248","","","","","","The Eclipse of Empire in China","","","","","Oxford University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/K3MAYYTL/Ma - 2018 - The Eclipse of Empire in China From the Manchus t.pdf","","China; Great Power Competition; NS3005; 9class","","Thomas, Martin; Thompson, Andrew S.","","","","","Ma, Tehyun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HIQT3V8","book","2008","Mazower, Mark","Hitler's empire: how the Nazis ruled Europe","","978-0-14-311610-3","","","","","2008","2024-02-16 23:55:08","2024-02-16 23:55:43","","","725","","","","","Hitler's empire","","","","","Penguin Group","New York","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/C3Z52WS9/Mazower Hitler_s Empire Part 1.pdf","","Germany; Great Power Competition; NS3005; 6class","","","","","","","","","","","","","","","","","","","","","1. Aufl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B5VY9VR","book","2013","Grant, Susan-Mary","State-Building and Nationalism In Nineteenth-Century USA","","","","10.1093/oxfordhb/9780199209194.013.0020","https://academic.oup.com/edited-volume/28170/chapter/213020784","","2013-03-01","2024-02-16 23:56:38","2024-02-16 23:56:58","2024-02-16 23:56:38","","","","","","","","","","","","Oxford University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/JKTWFBNK/Grant - 2013 - State-Building and Nationalism In Nineteenth-Centu.pdf","","United States; Great Power Competition; NS3005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8V6GZCWF","book","2010","Brose, Eric Dorn","A History of the Great War: World War One and the International Crisis of the Early Twentieth Century","","978-0-19-518194-4 978-0-19-518193-7","","","","","2010","2024-02-17 00:02:07","2024-03-17 02:11:42","","","433","","","","","A history of the Great War","","","","","Oxford University Press","New York","","","","","","Library of Congress ISBN","D521 .B73 2010","OCLC: ocn269282160","","/Users/jonathan/Zotero/storage/P2E839VG/Brose Great War-1.pdf","","Great Power Competition; NS3005; World War 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQFLXLYB","webpage","2019","Bruno, Tory","Finding Baghdadi: Why protecting space assets is vital to national security","Defense News","","","","https://www.defensenews.com/opinion/commentary/2019/12/05/finding-baghdadi-why-protecting-space-assets-is-vital-to-national-security/","The head of the United Launch Alliance discusses the changing battlefield and what steps the U.S. should take to prepare for a contested arena in space.","2019-12-07","2024-02-18 04:17:57","2024-03-15 22:18:30","2024-02-18 04:17:57","","","","","","","Finding Baghdadi","","","","","","","en","","","","","","","Section: Commentary","","/Users/jonathan/Zotero/storage/FYA2DYLR/Bruno - 2019 - Finding Baghdadi Why protecting space assets is v.pdf","","ACSC Material; required; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMMVUSRP","journalArticle","2019","Bowen, Bleddyn E.","From the sea to outer space: The command of space as the foundation of spacepower theory","Journal of Strategic Studies","","0140-2390, 1743-937X","10.1080/01402390.2017.1293531","https://www.tandfonline.com/doi/full/10.1080/01402390.2017.1293531","Colin Gray once lamented the absence of a ‘Mahan for the ﬁnal frontier’ and spacepower theory in strategic studies. This article proposes the command of space as the fundamental concept of spacepower theory, and that Mahan himself has much to oﬀer in the endeavour of spacepower theory-making than has hitherto been realised. The theory is advanced by tempering versions of the ‘command of space’, stressing its educational intent, and explaining the nuanced sub-concepts of space control and denial through understanding some precedents set by seapower theory. In the process, aspects of Mahanian and Corbettian seapower theory are uniﬁed.","2019-06-07","2024-02-18 04:19:55","2024-03-15 22:18:30","2024-02-18 04:19:55","532-556","","3-4","42","","Journal of Strategic Studies","From the sea to outer space","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/N3CGJBI5/Bowen - 2019 - From the sea to outer space The command of space .pdf","","ACSC Material; required; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSVTFKK2","journalArticle","","","President Donald J. Trump is Unveiling an America First National Space Strategy","","","","","","","","2024-02-18 04:20:34","2024-03-15 22:18:30","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/QMTUF23Y/President Donald J. Trump is Unveiling an America .pdf","","ACSC Material; required; 3class Warfare Studies; war - irregular; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Q43XKNI","blogPost","","","Space Law","","","","","https://spacepolicyonline.com/topics/space-law/","Posted: May 22, 2017 5:33 pm ET | Last Updated: December 17, 2022 5:29 pm ET | Domestic Space Law International Space Law Synopsis of the Five U.N. Space Treaties For More Information Domestic Space Law U.S. space law is codified in several laws beginning with the … Read More Read More","","2024-02-18 04:56:10","2024-03-15 22:18:30","2024-02-18 04:56:10","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/L9AEUHWV/space-law.html","","ACSC Material; supplemental; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M57P4XKA","webpage","2019","","Deterrence in Cyber, Cyber in Deterrence","The Strategy Bridge","","","","https://thestrategybridge.org/the-bridge/2019/5/27/deterrence-in-cyber-cyber-in-deterrence","Rather than pulling the cyber domain away from deterrence, current policy has brought cyber elements closer to the U.S.’s broader strategic deterrence strategy. Strategic deterrence now incorporates a well-defined role for cyber that is likely to expand in the future, and strategic deterrence has be","2019-05-27","2024-02-18 07:27:21","2024-03-15 22:18:30","2024-02-18 07:27:21","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/B4UAMCUI/deterrence-in-cyber-cyber-in-deterrence.html","","ACSC Material; Cyber; required; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKIC4C6Y","book","2017","McKenzie, Timothy M.; Air University (U.S.)","Is Cyber Deterrence Possible?","","978-1-58566-273-9","","","","Deterrence in the cyber domain is drastically different and far more complicated than in the other military domains of air, land, sea, and space. cyber weapons and offensive cyber techniques are relatively inexpensive and easily obtained or developed. the number of adversary groups capable of attacking US networks is large, and our ability to deter each group will vary based on their motives and levels of risk tolerance. an effective cyber deterrence strategy must be multilayered and use all instruments of US national power. this paper explores the difficulties of deterring unwanted cyber activities, sets some realistic expectations for a deterrence strategy, and offers proposals to help mitigate the problems.--Provided by publisher","2017","2024-02-18 07:28:09","2024-03-15 22:18:30","","","20","","","","","","Perspectives on cyber power","CPP-4","","","Air University Press, Air Force Research Institute","Maxwell Air Force Base, Alabama","en","","","","","Library of Congress ISBN","U167.5.C92 M35 2017","","","/Users/jonathan/Zotero/storage/6WMJWIM9/McKenzie - 2017 - Is cyber deterrence possible.pdf","","ACSC Material; Cyber; required; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","Air University (U.S.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCK6BUE2","document","","","DoD Fact Sheet_2023 DoD Cyber Strategy (2023)","","","","","","","","2024-02-18 07:37:42","2024-03-15 22:18:30","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/6AJXKXVK/DoD Fact Sheet_2023 DoD Cyber Strategy (2023).pdf","","ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWFMHIHL","webpage","","","The 2018 DOD Cyber Strategy: Understanding &#39;Defense Forward&#39; in Light of the NDAA and PPD-20 Changes","Default","","","","https://www.lawfaremedia.org/article/2018-dod-cyber-strategy-understanding-defense-forward-light-ndaa-and-ppd-20-changes","DOD’s 2018 Cyber Strategy document is drawing attention because of its reference to “defense forward.” What does that mean? Let’s have a close look, in context with","","2024-02-18 07:46:21","2024-03-15 22:18:30","2024-02-18 07:46:21","","","","","","","The 2018 DOD Cyber Strategy","","","","","","","en","","","","","","","","","","","ACSC Material; Cyber; supplemental; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLA8N9JR","webpage","","","The Pentagon’s New Cyber Strategy: Defend Forward","Default","","","","https://www.lawfaremedia.org/article/pentagons-new-cyber-strategy-defend-forward","Last month, the Wall Street Journal reported that the Trump administration is taking an “offensive step forward” when it comes to cyberspace operations.","","2024-02-18 07:47:16","2024-03-15 22:18:30","2024-02-18 07:47:16","","","","","","","The Pentagon’s New Cyber Strategy","","","","","","","en","","","","","","","","","","","ACSC Material; Cyber; supplemental; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FISCACD","webpage","2018","Elghusein, Mohamed; admin","Cyber Warfare in International Law","The New Jurist","","","","https://newjurist.com/cyber-warfare-in-international-law/","On Sunday the 14th of October, Dutch defence minister Ank Bijleveld declared that the Kingdom of the Netherlands is in a “cyberwar” with Russia after it was alleged that a team of Russian agents were caught trying to mount a “cyber attack” on the Organisation of the Prohibition of Chemical Weapons, in the Hague. Russia […]","2018-12-06","2024-02-18 07:47:47","2024-03-15 22:18:30","2024-02-18 07:47:47","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/A66W7KWW/cyber-warfare-in-international-law.html","","ACSC Material; Cyber; supplemental; 3class Warfare Studies; war - future; ACSC WAR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWU56I3B","book","2021","McMeekin, Sean","Stalin's war: a new history of World War II","","978-1-5416-7279-6","","","","""Drawing on ambitious new research in European and U.S. archives, Stalin's War revolutionizes our understanding of World War II by moving its epicenter to the east. Hitler's genocidal ambition may have helped unleash Armageddon, but as McMeekin shows, the war that emerged in Europe in August 1939 was the one Stalin wanted, not Hitler. So, too, was the Pacific war of 1941-1945 the direct result of Stalin's maneuverings, which he orchestrated to unleash the furies of war between capitalist powers Japan and the U.S. This groundbreaking reassessment of the Second World War elucidates Stalin's conquest of most of Eurasia, from Berlin to Beijing, for Communism""--","2021","2024-02-21 18:16:00","2024-02-21 18:22:15","","","831","","","","","Stalin's war","","","","","Basic Books","New York","en","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/FENW3W7J/McMeekin - 2021 - Stalin's war a new history of World War II.pdf","","Russia - History; 13class; NS3400","","","","","","","","","","","","","","","","","","","","","First edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZAQVWL9","journalArticle","2012","Hellbeck, Jochen","Remembering Stalingrad","Raritan","","","","","","2012","2024-02-21 18:20:03","2024-02-21 18:22:06","","134-147","","4","31","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/HN7FK76Q/Hellbeck - Remembering Stalingrad.pdf","","Russia - History; 13class; NS3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSJPNU5I","book","2001","Weiner, Amir","Making Sense of War: the Second World War and the Fate of the Bolshevik Revolution","","","","","","","2001","2024-02-21 18:30:39","2024-02-21 18:41:17","","","","","","","","","","","","","Princeton University Press","Princeton, NJ","","","","","","","","","","/Users/jonathan/Zotero/storage/DBGGZDEI/NS3400_Weiner_MakingSenseofWar.pdf","","Russia - History; NS3400; 14class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
